country	country_short	emotion	answer_yes	answer_no	answer_unsure	year
Canada	Canada	smiled	75	25	0	2022
Chad	Chad	smiled	63	36	1	2022
Chile	Chile	smiled	85	15	0	2022
Colombia	Colombia	smiled	82	17	0	2022
Comoros	Comoros	smiled	68	30	2	2022
Costa Rica	Costa Rica	smiled	87	12	1	2022
Cote d'Ivoire	Cote d'Ivoire	smiled	73	27	0	2022
Croatia	Croatia	smiled	64	31	4	2022
Cyprus	Cyprus	smiled	73	26	1	2022
Czech Republic	Czech Republic	smiled	82	16	2	2022
Democratic Republic of the Congo	Democratic Republic of the Congo	smiled	64	35	1	2022
Denmark	Denmark	smiled	75	24	1	2022
Dominican Republic	Dominican Republic	smiled	79	19	1	2022
Ecuador	Ecuador	smiled	84	15	2	2022
Egypt	Egypt	smiled	70	30	0	2022
El Salvador	El Salvador	smiled	89	10	1	2022
Estonia	Estonia	smiled	77	22	1	2022
Eswatini	Eswatini	smiled	76	24	0	2022
Ethiopia	Ethiopia	smiled	65	34	0	2022
Finland	Finland	smiled	77	23	0	2022
France	France	smiled	70	30	0	2022
Gabon	Gabon	smiled	79	20	0	2022
Gambia	Gambia	smiled	85	14	0	2022
Georgia	Georgia	smiled	62	37	1	2022
Germany	Germany	smiled	70	28	2	2022
Ghana	Ghana	smiled	81	18	1	2022
Greece	Greece	smiled	70	30	0	2022
Guatemala	Guatemala	smiled	91	9	0	2022
Guinea	Guinea	smiled	76	24	0	2022
Honduras	Honduras	smiled	83	15	2	2022
Hong Kong, S.A.R. of China	Hong Kong	smiled	64	35	0	2022
Hungary	Hungary	smiled	66	33	1	2022
Iceland	Iceland	smiled	84	16	0	2022
India	India	smiled	70	30	0	2022
Indonesia	Indonesia	smiled	91	9	0	2022
Iran	Iran	smiled	60	39	0	2022
Iraq	Iraq	smiled	64	36	0	2022
Ireland	Ireland	smiled	74	25	0	2022
Israel	Israel	smiled	59	40	0	2022
Italy	Italy	smiled	69	30	1	2022
Jamaica	Jamaica	smiled	78	20	1	2022
Japan	Japan	smiled	77	22	1	2022
Jordan	Jordan	smiled	64	36	0	2022
Kazakhstan	Kazakhstan	smiled	64	28	8	2022
Kenya	Kenya	smiled	77	22	0	2022
Kosovo	Kosovo	smiled	69	29	2	2022
Kuwait	Kuwait	smiled	81	18	1	2022
Kyrgyzstan	Kyrgyzstan	smiled	82	17	1	2022
Lao People's Democratic Republic	Laos	smiled	85	15	0	2022
Latvia	Latvia	smiled	63	34	2	2022
Lebanon	Lebanon	smiled	35	64	1	2022
Lesotho	Lesotho	smiled	76	24	0	2022
Liberia	Liberia	smiled	76	24	0	2022
Libya	Libya	smiled	69	29	1	2022
Lithuania	Lithuania	smiled	45	46	9	2022
Luxembourg	Luxembourg	smiled	73	26	1	2022
Madagascar	Madagascar	smiled	79	20	1	2022
Malawi	Malawi	smiled	62	38	0	2022
Malaysia	Malaysia	smiled	85	13	1	2022
Mali	Mali	smiled	75	25	0	2022
Malta	Malta	smiled	79	20	1	2022
Mauritania	Mauritania	smiled	69	30	1	2022
Mauritius	Mauritius	smiled	81	16	3	2022
Mexico	Mexico	smiled	87	13	0	2022
Moldova, Republic of	Moldova	smiled	51	46	2	2022
Mongolia	Mongolia	smiled	66	33	1	2022
Montenegro	Montenegro	smiled	47	51	3	2022
Morocco	Morocco	smiled	70	29	1	2022
Mozambique	Mozambique	smiled	75	24	1	2022
Myanmar	Myanmar	smiled	80	20	0	2022
Namibia	Namibia	smiled	85	15	0	2022
Nepal	Nepal	smiled	49	50	1	2022
Netherlands	Netherlands	smiled	79	20	1	2022
New Zealand	New Zealand	smiled	73	27	0	2022
Nicaragua	Nicaragua	smiled	85	14	1	2022
Niger	Niger	smiled	85	14	1	2022
Nigeria	Nigeria	smiled	87	12	1	2022
North Macedonia	North Macedonia	smiled	60	38	2	2022
Northern Cyprus	Northern Cyprus	smiled	44	53	3	2022
Norway	Norway	smiled	77	23	0	2022
Pakistan	Pakistan	smiled	61	38	1	2022
Palestinian Territories	Palestine	smiled	66	33	1	2022
Panama	Panama	smiled	88	11	1	2022
Paraguay	Paraguay	smiled	85	14	1	2022
Peru	Peru	smiled	79	20	1	2022
Philippines	Philippines	smiled	90	10	0	2022
Poland	Poland	smiled	65	29	6	2022
Portugal	Portugal	smiled	75	24	1	2022
Puerto Rico	Puerto Rico	smiled	85	13	1	2022
Republic of the Congo	Republic of the Congo	smiled	65	33	2	2022
Romania	Romania	smiled	68	31	1	2022
Russian Federation	Russia	smiled	61	34	5	2022
Saudi Arabia	Saudi Arabia	smiled	74	25	1	2022
Senegal	Senegal	smiled	88	11	0	2022
Serbia	Serbia	smiled	48	48	4	2022
Sierra Leone	Sierra Leone	smiled	64	35	1	2022
Singapore	Singapore	smiled	74	25	1	2022
Slovakia	Slovakia	smiled	68	29	3	2022
Slovenia	Slovenia	smiled	71	28	1	2022
South Africa	South Africa	smiled	83	17	1	2022
South Korea	South Korea	smiled	69	30	1	2022
Spain	Spain	smiled	72	27	1	2022
Sri Lanka	Sri Lanka	smiled	83	17	0	2022
Sweden	Sweden	smiled	80	20	0	2022
Switzerland	Switzerland	smiled	70	30	0	2022
Taiwan, Republic of China	Taiwan	smiled	80	19	1	2022
Tajikistan	Tajikistan	smiled	79	18	4	2022
Tanzania	Tanzania	smiled	78	22	0	2022
Thailand	Thailand	smiled	83	16	1	2022
Togo	Togo	smiled	70	29	1	2022
Tunisia	Tunisia	smiled	66	33	1	2022
Türkiye	Turkey	smiled	41	57	2	2022
Uganda	Uganda	smiled	81	19	1	2022
Ukraine	Ukraine	smiled	54	44	1	2022
United Arab Emirates	United Arab Emirates	smiled	77	23	0	2022
United Kingdom of Great Britain and Northern Ireland	UK	smiled	72	27	0	2022
United States of America	USA	smiled	76	24	0	2022
Uruguay	Uruguay	smiled	86	12	1	2022
Uzbekistan	Uzbekistan	smiled	75	23	2	2022
Venezuela	Venezuela	smiled	83	16	1	2022
Vietnam	Vietnam	smiled	95	5	0	2022
Yemen	Yemen	smiled	55	43	2	2022
Zambia	Zambia	smiled	81	19	0	2022
Zimbabwe	Zimbabwe	smiled	80	20	0	2022
Afghanistan	Afghanistan	respected	74	26	1	2022
Albania	Albania	respected	93	6	1	2022
Algeria	Algeria	respected	84	16	1	2022
Argentina	Argentina	respected	96	4	0	2022
Armenia	Armenia	respected	97	2	0	2022
Australia	Australia	respected	92	8	0	2022
Austria	Austria	respected	90	10	0	2022
Azerbaijan	Azerbaijan	respected	83	15	3	2022
Bangladesh	Bangladesh	respected	75	22	3	2022
Belgium	Belgium	respected	92	6	2	2022
Benin	Benin	respected	77	22	1	2022
Bolivia	Bolivia	respected	93	6	0	2022
Bosnia and Herzegovina	Bosnia and Herzegovina	respected	89	10	2	2022
Botswana	Botswana	respected	87	13	0	2022
Brazil	Brazil	respected	96	4	0	2022
Bulgaria	Bulgaria	respected	87	9	4	2022
Cambodia	Cambodia	respected	82	18	1	2022
Cameroon	Cameroon	respected	80	20	0	2022
Canada	Canada	respected	92	8	0	2022
Chad	Chad	respected	75	25	1	2022
Chile	Chile	respected	97	3	0	2022
Colombia	Colombia	respected	96	4	0	2022
Comoros	Comoros	respected	88	11	1	2022
Costa Rica	Costa Rica	respected	97	3	0	2022
Cote d'Ivoire	Cote d'Ivoire	respected	84	16	0	2022
Croatia	Croatia	respected	84	15	1	2022
Cyprus	Cyprus	respected	89	10	2	2022
Czech Republic	Czech Republic	respected	92	5	3	2022
Democratic Republic of the Congo	Democratic Republic of the Congo	respected	68	31	1	2022
Denmark	Denmark	respected	94	5	1	2022
Dominican Republic	Dominican Republic	respected	93	6	1	2022
Ecuador	Ecuador	respected	95	4	1	2022
Egypt	Egypt	respected	91	9	0	2022
El Salvador	El Salvador	respected	97	3	0	2022
Estonia	Estonia	respected	95	3	2	2022
Eswatini	Eswatini	respected	83	17	1	2022
Ethiopia	Ethiopia	respected	62	38	0	2022
Finland	Finland	respected	94	5	1	2022
France	France	respected	91	8	1	2022
Gabon	Gabon	respected	84	16	0	2022
Gambia	Gambia	respected	88	11	1	2022
Georgia	Georgia	respected	95	3	1	2022
Germany	Germany	respected	92	7	1	2022
Ghana	Ghana	respected	88	12	0	2022
Greece	Greece	respected	93	6	1	2022
Guatemala	Guatemala	respected	95	5	0	2022
Guinea	Guinea	respected	85	15	0	2022
Honduras	Honduras	respected	95	4	0	2022
Hong Kong, S.A.R. of China	Hong Kong	respected	84	15	1	2022
Hungary	Hungary	respected	91	8	1	2022
Iceland	Iceland	respected	95	4	1	2022
India	India	respected	81	19	0	2022
Indonesia	Indonesia	respected	94	6	0	2022
Iran	Iran	respected	89	11	0	2022
Iraq	Iraq	respected	87	12	0	2022
Ireland	Ireland	respected	88	12	0	2022
Israel	Israel	respected	89	10	1	2022
Italy	Italy	respected	91	9	0	2022
Jamaica	Jamaica	respected	91	9	1	2022
Japan	Japan	respected	67	29	4	2022
Jordan	Jordan	respected	90	10	0	2022
Kazakhstan	Kazakhstan	respected	89	7	4	2022
Kenya	Kenya	respected	78	22	0	2022
Kosovo	Kosovo	respected	94	4	1	2022
Kuwait	Kuwait	respected	95	4	0	2022
Kyrgyzstan	Kyrgyzstan	respected	89	9	2	2022
Lao People's Democratic Republic	Laos	respected	66	28	5	2022
Latvia	Latvia	respected	92	6	2	2022
Lebanon	Lebanon	respected	91	8	0	2022
Lesotho	Lesotho	respected	78	21	1	2022
Liberia	Liberia	respected	82	18	0	2022
Libya	Libya	respected	92	8	0	2022
Lithuania	Lithuania	respected	77	11	13	2022
Luxembourg	Luxembourg	respected	93	7	0	2022
Madagascar	Madagascar	respected	83	16	1	2022
Malawi	Malawi	respected	75	25	0	2022
Malaysia	Malaysia	respected	95	4	1	2022
Mali	Mali	respected	85	15	0	2022
Malta	Malta	respected	93	6	1	2022
Mauritania	Mauritania	respected	83	16	1	2022
Mauritius	Mauritius	respected	93	6	1	2022
Mexico	Mexico	respected	96	4	0	2022
Moldova, Republic of	Moldova	respected	87	11	2	2022
Mongolia	Mongolia	respected	86	13	1	2022
Montenegro	Montenegro	respected	89	10	1	2022
Morocco	Morocco	respected	86	10	4	2022
Mozambique	Mozambique	respected	87	13	0	2022
Myanmar	Myanmar	respected	78	20	2	2022
Namibia	Namibia	respected	82	16	2	2022
Nepal	Nepal	respected	72	27	1	2022
Netherlands	Netherlands	respected	95	4	0	2022
New Zealand	New Zealand	respected	95	5	0	2022
Nicaragua	Nicaragua	respected	96	3	0	2022
Niger	Niger	respected	79	18	4	2022
Nigeria	Nigeria	respected	88	12	0	2022
North Macedonia	North Macedonia	respected	89	9	2	2022
Northern Cyprus	Northern Cyprus	respected	83	16	1	2022
Norway	Norway	respected	95	5	0	2022
Pakistan	Pakistan	respected	91	9	0	2022
Palestinian Territories	Palestine	respected	93	7	0	2022
Panama	Panama	respected	96	3	0	2022
Paraguay	Paraguay	respected	98	2	0	2022
Peru	Peru	respected	95	5	0	2022
Philippines	Philippines	respected	97	3	0	2022
Poland	Poland	respected	92	6	2	2022
Portugal	Portugal	respected	97	3	0	2022
Puerto Rico	Puerto Rico	respected	97	3	1	2022
Republic of the Congo	Republic of the Congo	respected	77	22	1	2022
Romania	Romania	respected	90	8	2	2022
Russian Federation	Russia	respected	88	7	5	2022
Saudi Arabia	Saudi Arabia	respected	92	7	0	2022
Senegal	Senegal	respected	91	9	1	2022
Serbia	Serbia	respected	83	12	6	2022
Sierra Leone	Sierra Leone	respected	70	29	1	2022
Singapore	Singapore	respected	89	9	2	2022
Slovakia	Slovakia	respected	92	6	2	2022
Slovenia	Slovenia	respected	95	4	1	2022
South Africa	South Africa	respected	87	12	1	2022
South Korea	South Korea	respected	70	27	3	2022
Spain	Spain	respected	93	7	0	2022
Sri Lanka	Sri Lanka	respected	88	11	1	2022
Sweden	Sweden	respected	95	5	0	2022
Switzerland	Switzerland	respected	86	14	0	2022
Taiwan, Republic of China	Taiwan	respected	90	8	2	2022
Tajikistan	Tajikistan	respected	92	7	1	2022
Tanzania	Tanzania	respected	83	17	1	2022
Thailand	Thailand	respected	87	11	2	2022
Togo	Togo	respected	72	26	2	2022
Tunisia	Tunisia	respected	88	12	0	2022
Türkiye	Turkey	respected	80	19	1	2022
Uganda	Uganda	respected	76	24	0	2022
Ukraine	Ukraine	respected	91	6	3	2022
United Arab Emirates	United Arab Emirates	respected	87	13	0	2022
United Kingdom of Great Britain and Northern Ireland	UK	respected	88	11	0	2022
United States of America	USA	respected	90	10	0	2022
Uruguay	Uruguay	respected	96	4	0	2022
Uzbekistan	Uzbekistan	respected	97	3	1	2022
Venezuela	Venezuela	respected	96	4	0	2022
Vietnam	Vietnam	respected	98	2	0	2022
Yemen	Yemen	respected	86	14	0	2022
Zambia	Zambia	respected	89	10	0	2022
Zimbabwe	Zimbabwe	respected	82	18	0	2022
